transaction_id,customer_name,customer_email,product_name,category,quantity,unit_price,total_amount,discount_pct,order_date,region,sales_rep,status,phone_number,rating,customer_email_valid_flag,quantity_negative_flag,unit_price_negative_flag,total_amount_negative_flag,order_date_valid_flag,quantity_valid_flag,discount_pct_valid_flag,rating_valid_flag,total_amount_source
TXN0034,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,,ELECTRONICS,1.0,4061.46,2193.1884,46.0,2024-03-28,EAST,CHARLIE,COMPLETED,,2.0,1,0,0,0,1,1,1,1,22375.54
TXN0035,,,Phone,ELECTRONICS,9.0,4730.27,28097.8038,34.0,2024-06-19,SOUTH,Alice,CANCELLED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,2.0,0,0,0,0,1,1,1,1,15391.8
TXN0036,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,,FOOD,18.0,2541.21,25615.3968,44.0,2024-02-03,NORTH,Alice,CANCELLED,,3.0,1,0,0,0,1,1,1,1,13987.41
TXN0037,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,Laptop,ELECTRONICS,11.0,3922.2,33221.034,23.0,2024-01-11,NORTH,alice,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,1,0,0,1,1,1,1,1,999.0
TXN0038,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,Shoes,CLOTHING,12.0,1774.49,21293.88,0.0,2024-06-19,EAST,CHARLIE,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,1,0,0,0,1,1,0,1,7078.55
TXN0040,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,Tablet,FOOD,9.0,4513.52,25185.4416,38.0,2024-11-22,WEST,CHARLIE,REFUNDED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,5.0,1,0,0,0,1,1,1,0,4788.7
TXN0041,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,Tablet,ELECTRONICS,14.0,2887.89,23853.9714,41.0,2024-03-26,EAST,CHARLIE,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,1.0,1,0,0,0,1,1,1,1,27235.01
TXN0042,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,Tablet,ELECTRONICS,5.0,2541.21,10164.84,20.0,2024-03-03,WEST,Bob,COMPLETED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,2.0,1,1,0,0,1,1,1,1,26328.09
TXN0043,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,Tablet,ELECTRONICS,10.0,100.5,964.8,4.0,2024-09-09,WEST,CHARLIE,CANCELLED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,5.0,1,0,1,0,1,1,1,1,32711.35
TXN0044,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,,,ELECTRONICS,7.0,1855.83,12601.0857,3.0,2024-11-02,EAST,Charlie,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,5.0,1,0,0,0,1,1,1,1,22375.54
TXN0045,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,,T-Shirt,FOOD,0.001,958.66,0.9203,4.0,2024-06-17,NORTH,Charlie,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,4.0,1,0,0,0,1,0,1,1,12708.15
TXN0046,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,,FOOD,1.0,100.5,60.3,40.0,2024-03-20,NORTH,Bob,REFUNDED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,1,0,1,0,1,1,1,1,47431.12
TXN0047,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,laptop,CLOTHING,18.0,2106.18,33361.8912,12.0,2024-09-14,NORTH, Bob,REFUNDED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,1.0,1,0,0,0,1,1,1,1,22375.54
TXN0048,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,Phone,ELECTRONICS,5.0,951.94,0.0,100.0,2024-03-19,NORTH,Charlie,REFUNDED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,4.0,1,0,0,0,1,1,0,1,31475.75
TXN0049,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,,FOOD,13.0,3580.98,42828.5208,8.0,,SOUTH,alice,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,1.0,1,0,0,0,0,1,1,1,45137.39
TXN0050,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,Laptop,ELECTRONICS,11.0,2133.35,13610.773,42.0,2024-11-06,NORTH,Alice,REFUNDED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,5.0,1,0,0,0,1,1,1,0,2637.29
TXN0051,,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,Phone,ELECTRONICS,13.0,3215.07,39288.1554,6.0,2024-06-29,WEST,Alice,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,4.0,1,0,0,0,1,1,1,1,14480.98
TXN0052,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,Laptop,ELECTRONICS,9.0,3386.6,21335.58,30.0,2024-09-26,NORTH,Bob ,CANCELLED,,4.0,1,0,0,0,1,1,1,1,22932.42
TXN0053,,,Tablet,CLOTHING,17.0,2541.21,41904.5529,3.0,2024-09-19,SOUTH,Charlie,COMPLETED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,2.0,1,0,0,0,1,1,1,1,33069.44
TXN0054,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,,laptop,ELECTRONICS,17.0,3479.43,57967.3038,2.0,2024-03-23,SOUTH,CHARLIE,PENDING,,3.0,0,0,0,0,1,1,1,1,22375.54
TXN0055,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,laptop,FOOD,0.001,183.89,0.1085,41.0,2024-10-13,NORTH,CHARLIE,REFUNDED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,5.0,1,0,0,0,1,0,1,1,36181.66
TXN0056,,,Headphones,ELECTRONICS,7.0,2541.21,17076.9312,4.0,2024-07-06,NORTH,Charlie,COMPLETED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,3.0,0,0,0,0,1,1,1,1,33026.74
TXN0057,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,,FOOD,14.0,2449.31,19202.5904,44.0,2024-12-15,EAST,Alice,COMPLETED,,5.0,0,0,0,0,1,1,1,1,22375.54
TXN0058,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,Shoes,ELECTRONICS,4.0,643.39,2573.56,0.0,2024-09-06,WEST,CHARLIE,PENDING,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,3.0,1,0,0,0,1,1,0,1,40583.46
TXN0059,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,,T-Shirt,FOOD,5.0,3690.11,18081.539,2.0,,SOUTH,CHARLIE,CANCELLED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,1.0,0,0,0,0,0,1,1,1,24284.89
TXN0060,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,,Shoes,ELECTRONICS,17.0,3740.88,62323.0608,2.0,2024-04-05,EAST,CHARLIE,COMPLETED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,5.0,1,0,0,0,1,1,1,0,21818.66
TXN0061,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,T-Shirt,FOOD,4.0,1093.27,3935.772,10.0,2024-04-24,NORTH,alice,CANCELLED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,5.0,1,0,0,0,1,1,1,1,6437.11
TXN0062,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,Headphones,CLOTHING,9.0,4717.38,33965.136,20.0,2024-08-16,SOUTH, Bob,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,2.0,1,0,0,0,1,1,1,1,6493.78
TXN0063,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,,Tablet,ELECTRONICS,20.0,2541.21,30494.52,40.0,2024-02-11,NORTH,Bob ,COMPLETED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,4.0,1,0,0,0,1,1,1,1,14273.31
TXN0064,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,,Headphones,ELECTRONICS,4.0,578.75,2152.95,7.0,2024-09-09,WEST,CHARLIE,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,4.0,0,0,0,0,1,1,1,1,22375.54
TXN0065,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,,Laptop,ELECTRONICS,5.0,2674.68,7890.306,41.0,2024-07-23,WEST,CHARLIE,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,1,1,0,0,1,1,1,1,31439.39
TXN0066,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,,,ELECTRONICS,15.0,2541.21,27445.068,28.0,2024-01-04,NORTH,Bob,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,2.0,1,0,0,0,1,1,1,1,37120.42
TXN0067,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,,ELECTRONICS,6.0,776.72,4240.8912,9.0,2024-08-03,SOUTH,Charlie,CANCELLED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,2.0,1,0,0,0,1,1,1,1,22375.54
TXN0068,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,Laptop,ELECTRONICS,8.0,3420.88,20251.6096,26.0,2024-06-30,NORTH,Bob ,COMPLETED,,1.0,1,0,0,0,1,1,1,1,4779.39
TXN0069,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,,Laptop,ELECTRONICS,18.0,4366.16,40867.2576,48.0,,WEST,Charlie,PENDING,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,4.0,0,0,0,0,0,1,1,1,19711.81
TXN0070,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,Shoes,ELECTRONICS,6.0,4565.35,18078.786,34.0,2024-05-15,EAST,CHARLIE,PENDING,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,0.0,1,0,0,0,1,1,1,0,29214.74
TXN0071,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,,FOOD,14.0,3449.54,36703.1056,24.0,2024-06-30,WEST,CHARLIE,PENDING,,4.0,1,0,0,0,1,1,1,1,2829.61
TXN0072,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,laptop,ELECTRONICS,0.001,1473.24,0.8839,40.0,2024-11-08,SOUTH,Alice,CANCELLED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,2.0,1,0,0,0,1,0,1,1,25139.84
TXN0073,,,Headphones,CLOTHING,20.0,2541.21,38118.15,25.0,2024-11-16,WEST,CHARLIE,COMPLETED,,4.0,1,0,0,0,1,1,1,1,35900.79
TXN0074,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,,CLOTHING,11.0,1741.45,14175.403,26.0,2024-05-31,WEST, Bob,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,1,0,0,1,1,1,1,1,999.0
TXN0075,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,,Phone,ELECTRONICS,9.0,3861.63,21895.4421,37.0,2024-05-22,WEST,Bob,COMPLETED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,2.0,0,0,0,0,1,1,1,1,29052.98
TXN0076,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,Shoes,CLOTHING,11.0,100.5,862.29,22.0,2024-05-26,NORTH,alice,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,3.0,1,0,1,0,1,1,1,1,2740.49
TXN0077,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,Laptop,ELECTRONICS,11.0,252.47,1444.1284,48.0,2024-08-26,SOUTH,alice,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,4.0,1,0,0,0,1,1,1,1,22375.54
TXN0078,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,,FOOD,14.0,2693.42,37707.88,0.0,2024-03-30,SOUTH,Bob,COMPLETED,,1.0,0,0,0,0,1,1,0,1,17341.07
TXN0079,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,laptop,CLOTHING,3.0,2242.85,6526.6935,3.0,,EAST,Bob,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,0,0,0,0,0,1,1,1,47564.65
TXN0080,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,,ELECTRONICS,9.0,1187.64,6733.9188,37.0,2024-07-28,WEST, Bob,PENDING,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,1,0,0,0,1,1,1,1,27020.34
TXN0081,,,Shoes,ELECTRONICS,10.0,4546.57,39100.502,14.0,2024-11-08,NORTH,Bob ,CANCELLED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,4.0,0,0,0,0,1,1,1,1,32312.04
TXN0082,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,Phone,ELECTRONICS,999.0,4458.22,4453761.78,0.0,2024-12-05,WEST,Bob,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,5.0,1,0,0,0,1,1,1,1,46720.94
TXN0083,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,,,CLOTHING,13.0,2541.21,22133.9391,33.0,2024-06-09,WEST,CHARLIE,CANCELLED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,5.0,0,0,0,0,1,1,1,1,13877.35
TXN0084,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,,,FOOD,18.0,3311.68,43515.4752,27.0,2024-05-21,SOUTH,alice,CANCELLED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,3.0,1,0,0,0,1,1,1,1,22375.54
TXN0085,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,,T-Shirt,ELECTRONICS,9.0,665.78,5812.2594,3.0,2024-07-13,WEST,Bob ,CANCELLED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,5.0,1,0,0,0,1,1,1,1,41201.8
TXN0086,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,,,FOOD,8.0,0.0,0.0,26.0,2024-09-26,SOUTH,Alice,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,3.0,1,0,0,0,1,1,1,1,40554.37
TXN0087,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,laptop,FOOD,3.0,1817.04,4088.34,25.0,2024-02-27,WEST,CHARLIE,REFUNDED,,4.0,0,0,0,1,1,1,1,1,999.0
